id,titulo,comuna,hometype,precio_uf,currency,latitude,longitude,url_canonical,NSE
1017368,Condominio Piedra Molino,Paine,casa,5972,UF,-33.856098,-70.927902,https://chile.estateathome.com/homedetails/1422603952854212/Condominio-Piedra-Molino-Rm-metropolitana-Paine,ABC1
1028757,"Paine, villa las americas, casa",Paine,casa,1550,UF,-33.817833,-70.740135,https://chile.estateathome.com/homedetails/8718638045989887/ANTILLAS-1382-Rm-metropolitana-Paine,D
521946,"Gran Casa Condominio Los Castaños Aculeo 34, Laguna De Aculeo, Paine",Paine,casa,14800,UF,-33.864933,-70.901329,https://chile.estateathome.com/homedetails/1566441534718665926/Gran-Casa-Condominio-Los-Castanos-Aculeo-34-RM-Metropolitana-Paine,ABC1
522020,"El Escorial 10, Centro De Paine, Paine",Paine,casa,6800,UF,-33.808163,-70.736374,https://chile.estateathome.com/homedetails/13966394448422991086/El-Escorial-10-RM-Metropolitana-Paine,ABC1
522312,"Parcela Con 2 Casas, Proyecto Familiar En Pintue 1, Laguna De Aculeo, Paine",Paine,casa,10000,UF,-33.863148,-70.889130,https://chile.estateathome.com/homedetails/5720681833370754101/Parcela-Con-2-Casas-Proyecto-Familiar-En-Pintue-1-RM-Metropolitana-Paine,ABC1
522460,"Las Mercedes / Gran Avenida, Centro De Paine, Paine",Paine,casa,9650,UF,-33.802650,-70.723671,https://chile.estateathome.com/homedetails/8630328758859828287/Las-Mercedes-Gran-Avenida-RM-Metropolitana-Paine,ABC1
522520,"8 Poniente, Centro De Paine, Paine",Paine,casa,8000,UF,-33.817379,-70.749657,https://chile.estateathome.com/homedetails/3577222885518233075/8-Poniente-RM-Metropolitana-Paine,ABC1
523134,"Camino Padre Hurtado 1, Paine",Paine,casa,10300,UF,-33.785286,-70.661423,https://chile.estateathome.com/homedetails/13268775719226236425/Camino-Padre-Hurtado-1-RM-Metropolitana-Paine,ABC1
523336,"Condominio Piedra Molino, Paine",Paine,casa,5732,UF,-33.856098,-70.927910,https://chile.estateathome.com/homedetails/7643012338866346681/Condominio-Piedra-Molino-RM-Metropolitana-Paine,ABC1
523547,"Hotel Boutique // Bahía Catalina (50), Laguna De Aculeo, Paine",Paine,casa,11000,UF,-33.847000,-70.908051,https://chile.estateathome.com/homedetails/3644134104343299392/Hotel-Boutique-Bahia-Catalina-50-RM-Metropolitana-Paine,ABC1
